번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,,,
1244,39830,오로라,137302,전문디자인업,10762890,5381445000,500,원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩,2116,,,,
1245,46120,오르비텍,137209,기타 과학기술 서비스업,12874279,6437139500,500,원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",2116,,,,
1246,14940,오리엔탈정공,33101,선박 및 보트 건조업,40545960,20272980000,500,원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2116,,,,
1247,2630,오리엔트바이오,32102,의약품 제조업,161060844,80530422000,500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,2116,,,,
1248,65500,오리엔트정공,33003,자동차 부품 제조업,52143627,26071813500,500,원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),2116,,,,
1249,1800,오리온,31007,기타 식품 제조업,6008435,30042175000,5000,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온,2116,,,,
1250,10470,오리콤,137103,광고업,11498750,11498750000,1000,원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩,2116,,,,
1251,53980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",17747882,8873941000,500,원(KRW),032-524-0700,인천 부평구 부평동 604-15,2116,,,,
1252,52420,오성엘에스티,32202,플라스틱제품 제조업,123955580,62039074000,500,원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31,2116,,,,
1253,241790,오션브릿지,32004,기타 화학제품 제조업,8622720,4311360000,500,원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49,2116,,,,
1254,39200,오스코텍,32102,의약품 제조업,25639320,12819660000,500,원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",2116,,,,
1255,226400,오스테오닉,32701,의료용 기기 제조업,5218995,2609497500,500,원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워3차 1206호,2116,,,,
1256,31510,오스템,33003,자동차 부품 제조업,26000000,13000000000,500,원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739,2116,,,,
1257,48260,오스템임플란트,32701,의료용 기기 제조업,14285717,7142858500,500,원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층,2116,,,,
1258,138080,오이솔루션,32604,통신 및 방송 장비 제조업,5179610,2589805000,500,원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,2116,,,,
1259,80580,오킨스전자,32602,전자부품 제조업,6200000,3100000000,500,원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",2116,,,,
1260,67170,오텍,33002,자동차 차체 및 트레일러 제조업,13318063,6659031500,500,원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36,2116,,,,
1261,49480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",31422383,15711191500,500,원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",2116,,,,
1262,196450,온다 엔터테인먼트,32703,"안경, 사진장비 및 기타 광학기기 제조업",22150437,11075218500,500,원(KRW),031-705-6234,경기도 용인시 처인구 남사면 당하로 113-12,2116,,,,
1263,57540,옴니시스템,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",40679015,20339507500,500,원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284,2116,,,,
1264,57680,옴니텔,105802,소프트웨어 개발 및 공급업,17357819,8678909500,500,원(KRW),070-7605-6117,서울특별시 구로구  디지털로 288 3층(구로동),2116,,,,
1265,123010,옵토팩,32602,전자부품 제조업,4605732,2302866000,500,원(KRW),043-218-7866,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 &nbsp,2116,,,,
1266,82210,옵트론텍,32703,"안경, 사진장비 및 기타 광학기기 제조업",20666259,10333129500,500,원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),2116,,,,
1267,109080,옵티시스,32604,통신 및 방송 장비 제조업,5636000,2818000000,500,원(KRW),031-719-8033,경기도 성남시 분당구 성남대로 331번길 8,16층,,,,
1268,52770,와이디온라인,105802,소프트웨어 개발 및 공급업,22505325,11252662500,500,원(KRW),02-3475-2900,서울특별시 강남구  학동로97길 20,2116,,,,
1269,10600,와이비로드,74601,상품 중개업,15249884,7624942000,500,원(KRW),02-6902-1300,서울특별시 강남구  선릉로 433 세방빌딩 신관6층 (주)와이비로드,2116,,,,
1270,57030,와이비엠넷,168507,교육지원 서비스업,16312697,8156348500,500,원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층",2116,,,,
1271,122990,와이솔,32602,전자부품 제조업,20266254,10133127000,500,원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동),2116,,,,
1272,67900,와이엔텍,53802,폐기물 처리업,17842803,8921401500,500,원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232,2116,,,,
1273,155650,와이엠씨,32602,전자부품 제조업,9865093,4932546500,500,원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25,2116,,,,
1274,66430,와이오엠,147509,기타 사업지원 서비스업,31378891,15689445500,500,원(KRW),02-540-0047,"서울시 강남구 논현로 554, 4층(역삼동, 삼성빌딩)",2116,,,,
1275,193250,와이제이엠게임즈,32602,전자부품 제조업,45254095,4525409500,100,원(KRW),02-591-1310,서울특별시 서초구 서초대로55길 3 애니빌딩 3층,2116,,,,
1276,19210,와이지-원,32509,기타 금속가공제품 제조업,24013230,12006615000,500,원(KRW),032 -526 -0909,인천 부평구 청천동 68번지,2116,,,,
1277,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,16524579,8262289500,500,원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3,2116,,,,
1278,79000,와토스코리아,32202,플라스틱제품 제조업,6300000,3150000000,500,원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31,2116,,,,
1279,900180,완리,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",102507511,608221722,0,중국위안(CNY),86-139-6039-7789,홍콩 센트럴 코넛플레이스 1번지 자덴하우스  32층 3201호,2116,,,,
1280,70960,용평리조트,95501,숙박시설 운영업,48133333,240666665000,5000,원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715,2116,,,,
1281,114630,우노앤컴퍼니,32005,화학섬유 제조업,13573965,6886982500,500,원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니,2116,,,,
1282,32820,우리기술,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",76854454,38427227000,500,원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",2116,,,,
1283,41190,우리기술투자,116409,기타 금융업,84000000,42000000000,500,원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522,2116,,,,
1284,115440,우리넷,32604,통신 및 방송 장비 제조업,6365710,3182855000,500,원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동),2116,,,,
1285,4720,우리들제약,32102,의약품 제조업,10055292,5027646000,500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,2116,,,,
1286,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,18429147,9214573500,500,원(KRW),2194-3535,경기도 화성시 향남읍 제약공단2길 50 -,2116,,,,
1287,46970,우리로,32604,통신 및 방송 장비 제조업,18639678,9319839000,500,원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22,2116,,,,
1288,215360,우리산업,33003,자동차 부품 제조업,9132163,4566081500,500,원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89,2116,,,,
1289,72470,우리산업홀딩스,33003,자동차 부품 제조업,18887341,9443670500,500,원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89,2116,,,,
1290,73560,우리손에프앤지,10102,축산업,69237643,34618821500,500,원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73,2116,,,,
1291,30,우리은행,116401,은행 및 저축기관,676000000,3381391855000,5000,원(KRW),02-2002-3000,서울특별시 중구 소공로 51,2116,,,,
1292,153490,우리이앤엘,32601,반도체 제조업,49900000,24950000000,500,원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79,2116,,,,
1293,82850,우리이티아이,32804,전구 및 조명장치 제조업,41518621,20759310500,500,원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2116,,,,
1294,37400,우리조명,32804,전구 및 조명장치 제조업,24923346,12461673000,500,원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79,2116,,,,
1295,10050,우리종금,116409,기타 금융업,474203406,237101703000,500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),2116,,,,
1296,101170,우림기계,32901,일반 목적용 기계 제조업,13500000,6750000000,500,원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계,2116,,,,
1297,6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업",30900000,15450000000,500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027,2116,,,,
1298,194610,우성아이비,33309,그외 기타 제품 제조업,13817765,1381776500,100,원(KRW),032-550-1000,인천광역시 부평구 평천로 251 -,2116,,,,
1299,66590,우수AMS,33003,자동차 부품 제조업,23594599,11797299500,500,원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지,2116,,,,
1300,17370,우신시스템,32902,특수 목적용 기계 제조업,18275228,9137614000,500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20,2116,,,,
1301,46940,우원개발,64201,기반조성 및 시설물 축조관련 전문공사업,14650592,7325296000,500,원(KRW),02-3490-1996,서울특별시 서초구  서초대로 254 오퓨런스빌딩 18층,2116,,,,
1302,52270,우전,32602,전자부품 제조업,28728282,14651641000,500,원(KRW),02-2105-0600,서울특별시 금천구 가산디지털1로 33-23 (가산동),2116,,,,
1303,65680,우주일렉트로,32602,전자부품 제조업,9934220,4967110000,500,원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61,2116,,,,
1304,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",17360000,8680000000,500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110,2116,,,,
1305,18620,우진비앤지,32102,의약품 제조업,10725897,5362948500,500,원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230,2116,,,,
1306,49800,우진플라임,32902,특수 목적용 기계 제조업,10000000,5000000000,500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,2116,,,,
1307,16880,웅진,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",60070918,32285459000,500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,2116,,,,
1308,95720,웅진씽크빅,168501,초등 교육기관,34621165,17310582500,500,원(KRW),031-956-7000,경기도 파주시  회동길 20,2116,,,,
1309,103130,웅진에너지,32601,반도체 제조업,22607515,113037575000,5000,원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),2116,,,,
1310,5820,원림,31303,편조원단 및 편조제품 제조업,2200000,11000000000,5000,원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층,2116,,,,
1311,32940,원익,74605,기계장비 및 관련 물품 도매업,12634432,6317216000,500,원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩,2116,,,,
1312,240810,원익IPS,32902,특수 목적용 기계 제조업,41273436,20636718000,500,원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75,2116,,,,
1313,74600,원익QnC,32301,유리 및 유리제품 제조업,13144000,6572000000,500,원(KRW),054-472-6138,경북 구미시 구포동 637,2116,,,,
1314,104830,원익머트리얼즈,32001,기초화학물질 제조업,6245800,3122900000,500,원(KRW),043-210-4300,충청북도 청원군  오창읍 과학산업3로 112,2116,,,,
1315,14190,원익큐브,74607,기타 전문 도매업,27399906,13699953000,500,원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,2116,,,,
1316,30530,원익홀딩스,32902,특수 목적용 기계 제조업,77237981,38618990500,500,원(KRW),031-659-2389,경기도 평택시 칠괴길 78-40 78-40, Chilgoe-gil, Pyeongtaek-si, Gyeonggi-,,
1317,12620,원일특강,32401,1차 철강 제조업,4400000,2200000000,500,원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",2116,,,,
1318,216280,원텍,32701,의료용 기기 제조업,3990000,1995000000,500,원(KRW),042-934-6802,대전광역시 유성구 테크노8로 64(용산동),2116,,,,
1319,8370,원풍,32202,플라스틱제품 제조업,12000000,6000000000,500,원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,2116,,,,
1320,8290,원풍물산,31401,봉제의복 제조업,36848572,18424286000,500,원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3,2116,,,,
1321,101160,월덱스,32602,전자부품 제조업,15061105,7530552500,500,원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77,2116,,,,
1322,95270,웨이브일렉트로,32604,통신 및 방송 장비 제조업,10594500,5297250000,500,원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10,2116,,,,
1323,900130,웨이포트,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",55880000,173937000,0,중국위안(CNY),86-573-8322-5888,"Suite 2008, 20/F., Jardine House, 1 Connaught Place, Central, Hong Kong",2116,,,,
1324,65950,웰크론,31302,직물직조 및 직물제품 제조업,25490497,12745248500,500,원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,2116,,,,
1325,114190,웰크론강원,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",15253030,7626515000,500,원(KRW),031-358-7683,경기도 화성시  장안면 포승장안로 919-18,2116,,,,
1326,76080,웰크론한텍,32902,특수 목적용 기계 제조업,18021293,9010646500,500,원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36,2116,,,,
1327,196700,웹스,32003,합성고무 및 플라스틱 물질 제조업,6849238,3424619000,500,원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,2116,,,,
1328,69080,웹젠,105802,소프트웨어 개발 및 공급업,35310884,17655442000,500,원(KRW),031-627-6600,경기도 성남시 분당구 판교로 242,,,,,
1329,39790,위노바,32004,기타 화학제품 제조업,77215896,38607948000,500,원(KRW),031-8094-4550,경기도 평택시  청북면 청북산단로 178,2116,,,,
1330,44340,위닉스,32805,가정용 기기 제조업,16358641,8179320500,500,원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,2116,,,,
1331,112040,위메이드,105802,소프트웨어 개발 및 공급업,16800000,8680000000,500,원(KRW),02-3709-2000,,,,,,
1332,140660,위월드,32604,통신 및 방송 장비 제조업,2487252,1243626000,500,원(KRW),042-630-0600,대전광역시 유성구  테크노7로 32-4 (용산동),2116,,,,
1333,38620,위즈코프,74707,연료 소매업,31546865,15773432500,500,원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩)",2116,,,,
1334,36090,위지트,32902,특수 목적용 기계 제조업,66319044,33159522000,500,원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",2116,,,,
1335,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",11305231,5652615500,500,원(KRW),031-622-8600,경기 성남시 분당구 삼평동 633 판교세븐벤처밸리 1동 7층,2116,,,,
1336,97800,윈팩,32601,반도체 제조업,17091218,8545609000,500,원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50,2116,,,,
1337,192390,윈하이텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",9863089,4931544500,500,원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,2116,,,,
1338,8600,윌비스,74604,가정용품 도매업,57000000,62646140000,1000,원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76,2116,,,,
1339,33270,유나이티드,32102,의약품 제조업,16207322,8103661000,500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10,2116,,,,
1340,44480,유니더스,32201,고무제품 제조업,8600000,4300000000,500,원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,2116,,,,
1341,14830,유니드,32001,기초화학물질 제조업,8889843,44449215000,5000,원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19,2116,,,,
1342,36200,유니셈,32902,특수 목적용 기계 제조업,15770863,7885431500,500,원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7,2116,,,,
1343,18000,유니슨,32901,일반 목적용 기계 제조업,65184420,32592210000,500,원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,2116,,,,
1344,910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",15611619,7805809500,500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,2116,,,,
1345,203450,유니온커뮤니티,32604,통신 및 방송 장비 제조업,14679007,7339503500,500,원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층,2116,,,,
1346,11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업",50980259,25490129500,500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38,2116,,,,
1347,77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업,27019448,13509724000,500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",2116,,,,
1348,11320,유니크,33003,자동차 부품 제조업,19320695,9660347500,500,원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크,2116,,,,
1349,86390,유니테스트,32902,특수 목적용 기계 제조업,21134126,10567063000,500,원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,2116,,,,
1350,241690,유니테크노,33003,자동차 부품 제조업,5963760,2981880000,500,원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,2116,,,,
1351,142210,유니트론텍,74605,기계장비 및 관련 물품 도매업,9931950,4965975000,500,원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩)",2116,,,,
1352,121060,유니포인트,105802,소프트웨어 개발 및 공급업,598167,2990835000,5000,원(KRW),02-6676-5500,서울특별시 동작구 남부순환로 2049 (사당동 네오티스빌딩 2층),2116,,,,
1353,91270,유디피,105802,소프트웨어 개발 및 공급업,7338254,3669127000,500,원(KRW),02-2605-1486,"서울특별시 강서구 양천로 583, 4층 (염창동, 우림블루나인)",2116,,,,
1354,48430,유라테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",11520000,5760000000,500,원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크,2116,,,,
1355,89850,유비벨록스,105802,소프트웨어 개발 및 공급업,7115697,3557848500,500,원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층,2116,,,,
1356,84440,유비온,106309,기타 정보 서비스업,2997107,1498553500,500,원(KRW),02-3782-8771,서울특별시 구로구  디지털로34길 27 601호,2116,,,,
1357,32620,유비케어,105802,소프트웨어 개발 및 공급업,40286470,20143235000,500,원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차,2116,,,,
1358,78070,유비쿼스,32604,통신 및 방송 장비 제조업,21200000,10600000000,500,원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스,2116,,,,
1359,2920,유성기업,33003,자동차 부품 제조업,25947500,12973750000,500,원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22,2116,,,,
1360,24800,유성티엔에스,84902,육상 여객 운송업,22723235,11361617500,500,원(KRW),02  -3416-6644,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",2116,,,,
1361,700,유수홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",26041812,65104530000,2500,원(KRW),02-3770-6868,서울특별시 영등포구 국제금융로2길 25 유수홀딩스,2116,,,,
1362,54930,유신,137201,"건축기술, 엔지니어링 및 관련기술 서비스업",3000000,15000000000,5000,원(KRW),(02)6202-0114,서울특별시 강남구 역삼로4길 8,2116,,,,
1363,252370,유쎌,32004,기타 화학제품 제조업,1200000,600000000,500,원(KRW),063-834-6877,전라북도 익산시 함열읍 익산대로78길 265,2116,,,,
1364,69330,유아이디,32602,전자부품 제조업,11887792,5943896000,500,원(KRW),(041)862-7576,세종특별자치시   전동면 노장공단길 25-9,2116,,,,
1365,49520,유아이엘,32602,전자부품 제조업,11392470,5696235000,500,원(KRW),031-948-1234,경기도 파주시 광탄면 보광로 869-26,2116,,,,
1366,204620,유안타제1호스팩,116601,금융지원 서비스업,6000000,600000000,100,원(KRW),02-3770-2050,서울특별시 중구 을지로 76,2116,,,,
1367,219960,유안타제2호스팩,116601,금융지원 서비스업,6500000,650000000,100,원(KRW),02-3770-2000,서울특별시 중구 을지로 76 유안타증권,2116,,,,
1368,3470,유안타증권,116601,금융지원 서비스업,199577435,1062448235000,5000,원(KRW),02-3770-2000,서울 중구 을지로2가 185번지 동양종합금융증권빌딩,2116,,,,
1369,56090,유앤아이,32701,의료용 기기 제조업,7677642,3838821000,500,원(KRW),031-860-6800,경기도 의정부시 산단로76번길 20 &nbsp,2116,,,,
1370,11690,유양디앤유,32601,반도체 제조업,46144269,23072134500,500,원(KRW),031-350-7437,경기도 화성시  팔탄면 율암길 223,2116,,,,
1371,72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",13195454,6597727000,500,원(KRW),031-710-6200,경기도 성남시 분당구 황새울로240번길 3,2116,,,,
1372,220,유유제약,32102,의약품 제조업,6161406,7835791000,1000,원(KRW),043-652-7981,충청북도 제천시  바이오밸리1로 94,2116,,,,
1373,195990,유지인트,32902,특수 목적용 기계 제조업,122491075,12249107500,100,원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139,2116,,,,
1374,23410,유진기업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",74000000,37000000000,500,원(KRW),02-3704-3300,경기도 부천시 오정구  석천로 457,2116,,,,
1375,56080,유진로봇,32902,특수 목적용 기계 제조업,23333996,11666998000,500,원(KRW),070-4657-7006,서울특별시 금천구  디지털로 130 1214호(가산동),2116,,,,
1376,221200,유진스팩3호,116601,금융지원 서비스업,6750000,675000000,100,원(KRW),02-368-6296,서울특별시 영등포구 국제금융로 24 유진그룹빌딩 9층,2116,,,,
1377,215090,유진에이씨피씨스팩2호,116601,금융지원 서비스업,5500000,550000000,100,원(KRW),02-368-6298,서울특별시 영등포구 국제금융로 24 유진그룹빌딩 9층,2116,,,,
1378,1200,유진증권,116601,금융지원 서비스업,96866418,537592090000,5000,원(KRW),02-368-6114,서울특별시 영등포구 국제금융로 24 (여의도동),2116,,,,
1379,84370,유진테크,32902,특수 목적용 기계 제조업,22916042,11458021000,500,원(KRW),(031)323-5700,경기도 용인시 처인구  양지면 추계로 42 유진테크,2116,,,,
1380,178780,유테크,32602,전자부품 제조업,10160600,5080300000,500,원(KRW),031-444-0202,경기도 안양시 만안구 전파로 48 &nbsp,2116,,,,
1381,221800,유투바이오,137209,기타 과학기술 서비스업,1814796,907398000,500,원(KRW),1577-1338,서울특별시 송파구 거마로 654층(마천동),2116,,,,
1382,100,유한양행,32102,의약품 제조업,11152546,56943670000,5000,원(KRW),02-828-0181,서울특별시 동작구  노량진로 74,2116,,,,
1383,3460,유화증권,116601,금융지원 서비스업,11340483,74178840000,5000,원(KRW),02-3770-0100,서울특별시 영등포구  국제금융로2길 36 유화증권빌딩,2116,,,,
1384,191410,육일씨엔에쓰,32602,전자부품 제조업,8522980,4261490000,500,원(KRW),02-6096-6162,서울특별시 영등포구 국회대로70길 15-1 극동VIP빌딩 7층,2116,,,,
1385,8730,율촌화학,32202,플라스틱제품 제조업,24800000,14776380000,500,원(KRW),02-822-0022,서울특별시 동작구 여의대방로 112 도연관 15층,2116,,,,
1386,44960,이-글 벳,32102,의약품 제조업,11668434,5834217000,500,원(KRW),041 -331 -4100,충청남도 예산군 신암면 추사로 235-34,2116,,,,
1387,8250,이건산업,31602,나무제품 제조업,9373525,46867625000,5000,원(KRW),032-760-0800,인천광역시 남구 염전로 91,2116,,,,
1388,39020,이건창호,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",14327078,14327078000,1000,원(KRW),032-760-0552,인천 남구 도화동 967-3,2116,,,,
1389,25820,이구산업,32402,1차 비철금속 제조업,33442000,16721000000,500,원(KRW),031-494-2929,경기도 안산시 단원구 별망로 493,2116,,,,
1390,60230,이그잭스,32602,전자부품 제조업,18192591,9096295500,500,원(KRW),02-6959-2176,대구광역시 달성군 논공읍 논공로 556-,2116,,,,
1391,67920,이글루시큐리티,105802,소프트웨어 개발 및 공급업,10228248,5114124000,500,원(KRW),02 3452 8814,서울 강남구 삼성동 143-42 원방빌딩 6층,2116,,,,
1392,214320,이노션,137103,광고업,20000000,10000000000,500,원(KRW),02-2016-2300,서울특별시 강남구 강남대로 308,2116,,,,
1393,73490,이노와이어리스,32604,통신 및 방송 장비 제조업,6002500,3001250000,500,원(KRW),031-788-4600,경기도 성남시 분당구 서현로 190-,2116,,,,
1394,88390,이녹스,32602,전자부품 제조업,12318242,6159121000,500,원(KRW),031-727-9191,충청남도 아산시 둔포면 아산밸리로 171,2116,,,,
1395,53350,이니텍,105802,소프트웨어 개발 및 공급업,19790916,9895458000,500,원(KRW),(02)6445-7000,"서울특별시 구로구 디지털로26길 61 (구로동, 에이스하이앤드2차11층)",2116,,,,
1396,33110,이디,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",29188847,14594423500,500,원(KRW),031 -730 -7332,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리 2차)",2116,,,,
1397,41520,이라이콤,32602,전자부품 제조업,12188730,6094365000,500,원(KRW),(031)213-3881,경기도 수원시 영통구  신원로250번길 32 이라이콤(주),2116,,,,
1398,54210,이랜텍,32602,전자부품 제조업,20478206,10239103000,500,원(KRW),(031)211-8871~4,경기도 수원시 영통구  삼성로268번길 37,2116,,,,
1399,65440,이루온,105802,소프트웨어 개발 및 공급업,15275020,7637510000,500,원(KRW),070-4489-1000,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 9층 905호,2116,,,,
1400,139480,이마트,74701,종합 소매업,27875819,139379095000,5000,원(KRW),02-380-5678,서울특별시 성동구  뚝섬로 377,2116,,,,
1401,36260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",19610101,9805050500,500,원(KRW),02-3443-1960,"서울특별시 강남구 압구정로 113 (압구정동, 뉴타운빌딩3층)",2116,,,,
1402,115610,이미지스,32601,반도체 제조업,7669128,3834564000,500,원(KRW),031-888-5280,경기도 수원시 영통구 광교로 105 경기 R&DB 센터 3층 301호(이의동 906-5),2116,,,,
1403,217600,이베스트스팩2호,116601,금융지원 서비스업,7000000,700000000,100,원(KRW),02-3779-8982,"서울특별시 강서구 강서로 426, 605호",2116,,,,
